,x,y,Appliances
153,5.5,7.794228634059948,40
154,4.0,8.660254037844387,40
155,0.5,37.23909236273086,30
156,2.5,9.526279441628825,50
157,0.5,37.23909236273086,50
158,47.0,39.83716857408418,60
159,49.5,37.23909236273086,50
160,46.5,40.70319397786862,60
161,38.5,9.526279441628825,60
162,43.5,42.4352447854375,60
163,39.0,8.660254037844387,50
164,39.0,8.660254037844387,50
165,44.5,42.4352447854375,50
166,0.5,37.23909236273086,50
167,45.0,41.569219381653056,50
168,39.5,7.794228634059948,60
169,3.0,3.4641016151377553,60
170,48.5,12.99038105676658,40
171,40.0,10.392304845413264,30
172,41.5,11.258330249197702,30
173,2.0,5.196152422706632,30
174,2.0,5.196152422706632,40
175,40.5,11.258330249197702,50
176,47.5,12.99038105676658,50
177,40.5,9.526279441628825,50
178,49.5,11.258330249197702,40
179,39.0,10.392304845413264,50
180,4.0,1.7320508075688776,40
181,2.0,38.1051177665153,40
182,39.0,10.392304845413264,40
183,4.5,9.526279441628825,40
184,38.0,10.392304845413264,50
185,3.5,38.97114317029974,50
186,38.0,12.124355652982143,50
187,38.0,12.124355652982143,30
188,38.0,12.124355652982143,20
189,3.0,12.124355652982143,30
190,45.0,13.856406460551021,20
191,3.5,6.062177826491071,40
192,2.0,38.1051177665153,50
193,40.0,12.124355652982143,60
194,2.5,2.598076211353316,50
195,49.0,13.856406460551021,40
196,1.5,38.97114317029974,40
197,42.5,12.99038105676658,50
198,2.5,4.330127018922194,40
199,43.5,12.99038105676658,40
200,2.5,2.598076211353316,50
201,2.5,42.4352447854375,50
202,0.0,13.856406460551021,50
203,3.0,1.7320508075688776,40
204,2.0,39.83716857408418,30
205,1.0,13.856406460551021,20
206,0.0,13.856406460551021,20
207,1.5,38.97114317029974,20
208,3.0,1.7320508075688776,50
209,45.0,13.856406460551021,50
210,39.5,12.99038105676658,50
211,2.0,38.1051177665153,40
212,43.0,13.856406460551021,40
213,39.5,12.99038105676658,50
214,41.0,13.856406460551021,40
215,1.5,18.186533479473212,50
216,48.5,14.722431864335457,50
217,39.5,12.99038105676658,50
218,39.5,12.99038105676658,40
219,2.0,17.320508075688775,40
220,4.0,1.7320508075688776,50
221,2.5,38.97114317029974,20
222,2.0,17.320508075688775,20
223,2.5,14.722431864335457,50
224,39.5,12.99038105676658,30
225,3.0,12.124355652982143,50
226,2.0,0.0,50
227,2.0,39.83716857408418,200
228,3.5,6.062177826491071,110
229,42.5,11.258330249197702,80
230,4.5,4.330127018922194,50
231,2.5,38.97114317029974,50
232,3.0,15.588457268119896,50
233,48.0,15.588457268119896,40
234,1.0,17.320508075688775,40
235,45.0,15.588457268119896,30
236,45.5,14.722431864335457,180
237,1.0,13.856406460551021,350
238,2.5,14.722431864335457,350
239,3.5,12.99038105676658,300
240,5.5,4.330127018922194,400
241,1.5,12.99038105676658,390
242,38.5,12.99038105676658,290
243,4.0,38.1051177665153,60
244,5.5,7.794228634059948,70
245,4.5,40.70319397786862,110
246,6.0,6.9282032302755105,90
247,3.5,38.97114317029974,60
248,5.5,9.526279441628825,70
249,37.5,12.99038105676658,80
250,38.0,13.856406460551021,60
251,37.0,13.856406460551021,40
252,5.0,13.856406460551021,30
253,4.0,13.856406460551021,70
254,6.0,12.124355652982143,50
255,4.5,35.50704155516199,80
256,6.0,36.373066958946424,80
257,8.0,12.124355652982143,50
258,8.5,11.258330249197702,40
259,34.5,14.722431864335457,50
260,9.5,12.99038105676658,40
261,5.0,20.784609690826528,40
262,4.5,21.65063509461097,50
263,34.0,17.320508075688775,30
264,37.0,20.784609690826528,30
265,6.0,29.444863728670914,20
266,6.5,30.31088913245535,20
267,35.5,19.91858428704209,50
268,37.5,23.382685902179844,40
269,7.0,29.444863728670914,50
270,7.5,30.31088913245535,40
271,7.5,32.04293994002423,60
272,37.5,30.31088913245535,40
273,8.5,33.77499074759311,40
274,10.0,34.64101615137755,50
275,10.0,34.64101615137755,40
276,11.5,35.50704155516199,40
277,11.0,34.64101615137755,30
278,34.0,32.908965343808674,30
279,33.5,21.65063509461097,30
280,11.5,33.77499074759311,40
281,33.5,32.04293994002423,80
282,31.5,19.91858428704209,70
283,34.5,32.04293994002423,80
284,10.5,33.77499074759311,70
285,11.0,34.64101615137755,80
286,16.0,39.83716857408418,80
287,11.0,34.64101615137755,100
288,10.0,34.64101615137755,90
289,10.5,35.50704155516199,100
290,11.0,36.373066958946424,90
291,9.0,34.64101615137755,110
292,32.0,15.588457268119896,90
293,37.5,32.04293994002423,100
294,36.0,34.64101615137755,100
295,38.5,21.65063509461097,110
296,4.5,32.04293994002423,100
297,4.0,31.176914536239792,90
298,3.0,31.176914536239792,90
299,34.0,13.856406460551021,180
300,41.5,19.91858428704209,140
301,1.0,29.444863728670914,100
302,45.0,22.516660498395403,110
303,45.5,23.382685902179844,340
304,0.0,19.05255888325765,380
305,38.0,13.856406460551021,210
306,47.5,32.04293994002423,150
307,42.5,14.722431864335457,330
308,2.5,38.97114317029974,420
309,48.5,4.330127018922194,330
310,2.0,39.83716857408418,130
311,2.0,39.83716857408418,130
312,42.5,11.258330249197702,110
313,45.5,12.99038105676658,250
314,3.0,0.0,520
315,49.5,14.722431864335457,360
316,1.5,38.97114317029974,330
317,2.5,4.330127018922194,310
318,41.5,12.99038105676658,270
319,46.5,14.722431864335457,230
320,46.0,13.856406460551021,170
321,2.0,1.7320508075688776,60
322,2.5,6.062177826491071,30
323,39.5,11.258330249197702,30
324,40.5,11.258330249197702,30
325,39.5,11.258330249197702,40
326,42.0,12.124355652982143,50
327,43.0,13.856406460551021,50
328,2.5,0.8660254037844388,40
329,44.0,13.856406460551021,40
330,41.0,12.124355652982143,50
331,2.5,2.598076211353316,50
332,1.5,6.062177826491071,40
333,43.0,13.856406460551021,60
334,1.5,38.97114317029974,40
335,2.0,5.196152422706632,40
336,1.5,7.794228634059948,50
337,1.0,39.83716857408418,40
338,48.0,13.856406460551021,30
339,41.0,12.124355652982143,30
340,41.0,12.124355652982143,30
341,1.0,39.83716857408418,40
342,48.5,12.99038105676658,40
343,1.0,5.196152422706632,50
344,46.5,12.99038105676658,40
345,1.5,0.8660254037844388,40
346,1.0,6.9282032302755105,40
347,1.0,39.83716857408418,50
348,2.0,3.4641016151377553,50
349,44.0,10.392304845413264,50
350,0.5,7.794228634059948,40
351,1.5,38.97114317029974,50
352,43.0,12.124355652982143,40
353,1.5,6.062177826491071,40
354,41.0,12.124355652982143,20
355,2.0,1.7320508075688776,30
356,42.0,12.124355652982143,30
357,1.5,38.97114317029974,40
358,42.0,12.124355652982143,50
359,1.0,8.660254037844387,40
360,1.5,38.97114317029974,40
361,2.0,3.4641016151377553,50
362,42.5,12.99038105676658,40
363,2.0,1.7320508075688776,50
364,48.0,13.856406460551021,50
365,42.5,12.99038105676658,40
366,1.5,38.97114317029974,50
367,45.0,13.856406460551021,40
368,46.0,13.856406460551021,40
369,1.5,9.526279441628825,40
370,1.5,7.794228634059948,40
371,49.0,12.124355652982143,30
372,41.0,12.124355652982143,70
373,1.5,42.4352447854375,360
374,1.5,42.4352447854375,400
375,1.5,6.062177826491071,70
376,1.5,4.330127018922194,70
377,42.5,12.99038105676658,390
378,1.5,38.97114317029974,100
379,49.0,15.588457268119896,80
380,1.5,6.062177826491071,70
381,48.5,12.99038105676658,170
382,47.0,13.856406460551021,360
383,40.5,11.258330249197702,180
384,49.5,38.97114317029974,130
385,49.0,39.83716857408418,70
386,40.0,8.660254037844387,70
387,40.5,9.526279441628825,180
388,0.0,38.1051177665153,170
389,40.5,9.526279441628825,390
390,49.0,38.1051177665153,420
391,49.0,38.1051177665153,340
392,39.5,9.526279441628825,550
393,46.5,4.330127018922194,690
394,49.0,38.1051177665153,620
395,45.5,42.4352447854375,610
396,44.0,6.9282032302755105,490
397,48.5,0.8660254037844388,260
398,45.5,42.4352447854375,240
399,49.5,38.97114317029974,220
400,45.0,6.9282032302755105,130
401,49.5,38.97114317029974,90
402,39.5,9.526279441628825,290
403,39.5,9.526279441628825,410
404,39.5,9.526279441628825,320
405,39.5,7.794228634059948,260
406,45.5,42.4352447854375,210
407,40.0,8.660254037844387,210
408,0.0,38.1051177665153,140
409,39.5,9.526279441628825,60
410,39.5,9.526279441628825,50
411,45.5,42.4352447854375,60
412,40.0,8.660254037844387,50
413,40.0,8.660254037844387,60
414,40.0,8.660254037844387,140
415,2.0,6.9282032302755105,270
416,1.5,7.794228634059948,200
417,46.5,40.70319397786862,60
418,39.5,7.794228634059948,50
419,39.0,8.660254037844387,60
420,4.0,6.9282032302755105,80
421,2.5,9.526279441628825,50
422,47.0,13.856406460551021,40
423,0.0,36.373066958946424,50
424,42.5,35.50704155516199,50
425,40.5,35.50704155516199,40
426,3.5,35.50704155516199,30
427,36.0,12.124355652982143,30
428,36.0,12.124355652982143,200
429,35.5,12.99038105676658,450
430,35.5,12.99038105676658,400
431,5.0,34.64101615137755,740
432,40.0,32.908965343808674,910
433,7.5,11.258330249197702,610
434,4.5,35.50704155516199,510
435,36.0,13.856406460551021,190
436,36.5,14.722431864335457,110
437,5.5,35.50704155516199,100
438,7.5,11.258330249197702,90
439,36.0,13.856406460551021,110
440,5.0,34.64101615137755,100
441,41.0,31.176914536239792,110
442,37.0,34.64101615137755,100
443,40.0,22.516660498395403,790
444,6.5,35.50704155516199,380
445,39.0,32.908965343808674,360
446,40.5,32.04293994002423,360
447,35.5,12.99038105676658,100
448,4.5,35.50704155516199,100
449,4.5,35.50704155516199,90
450,36.0,12.124355652982143,90
451,6.5,11.258330249197702,110
452,6.0,10.392304845413264,140
453,6.0,36.373066958946424,110
454,6.5,35.50704155516199,100
455,38.0,20.784609690826528,110
456,38.0,27.712812921102042,130
457,33.5,16.454482671904337,140
458,38.0,27.712812921102042,130
459,8.0,34.64101615137755,120
460,8.0,34.64101615137755,100
461,36.0,32.908965343808674,80
462,7.5,33.77499074759311,50
463,36.5,32.04293994002423,50
464,7.5,33.77499074759311,50
465,33.5,14.722431864335457,40
466,39.0,19.05255888325765,50
467,1.0,29.444863728670914,50
468,49.0,19.05255888325765,50
469,44.5,16.454482671904337,40
470,0.5,16.454482671904337,30
471,38.0,10.392304845413264,30
472,38.5,7.794228634059948,40
473,43.5,42.4352447854375,40
474,47.5,38.97114317029974,50
475,46.0,39.83716857408418,60
476,38.5,7.794228634059948,50
477,44.0,0.0,60
478,43.5,0.8660254037844388,50
479,45.5,12.99038105676658,50
480,43.0,12.124355652982143,50
481,49.5,38.97114317029974,50
482,39.5,7.794228634059948,50
483,38.5,7.794228634059948,50
484,41.0,1.7320508075688776,60
485,42.5,0.8660254037844388,50
486,46.0,39.83716857408418,50
487,48.5,38.97114317029974,50
488,39.0,6.9282032302755105,50
489,49.5,38.97114317029974,40
490,0.0,38.1051177665153,50
491,41.0,12.124355652982143,40
492,2.0,3.4641016151377553,30
493,0.5,38.97114317029974,40
494,1.5,6.062177826491071,30
495,49.0,15.588457268119896,60
496,1.5,7.794228634059948,50
497,48.5,14.722431864335457,50
498,41.5,12.99038105676658,40
499,1.0,38.1051177665153,50
500,49.5,11.258330249197702,60
501,45.5,12.99038105676658,50
502,46.5,12.99038105676658,50
503,47.0,12.124355652982143,50
504,2.5,7.794228634059948,50
505,39.0,10.392304845413264,40
506,3.0,5.196152422706632,50
507,39.5,9.526279441628825,50
508,39.5,9.526279441628825,50
509,1.5,9.526279441628825,60
510,39.0,10.392304845413264,50
511,2.5,7.794228634059948,40
512,0.5,37.23909236273086,50
513,39.5,9.526279441628825,50
514,39.5,9.526279441628825,50
515,0.0,38.1051177665153,30
516,45.5,7.794228634059948,70
517,1.5,9.526279441628825,50
518,4.0,3.4641016151377553,50
519,49.0,12.124355652982143,50
520,38.5,11.258330249197702,50
521,39.5,12.99038105676658,40
522,42.0,34.64101615137755,50
523,48.0,34.64101615137755,50
524,41.5,35.50704155516199,150
525,37.5,11.258330249197702,390
526,37.5,11.258330249197702,390
527,39.5,14.722431864335457,380
528,36.5,11.258330249197702,400
529,36.5,11.258330249197702,370
530,44.5,18.186533479473212,310
531,1.0,34.64101615137755,40
532,42.0,34.64101615137755,50
533,43.5,33.77499074759311,70
534,2.0,34.64101615137755,60
535,2.0,34.64101615137755,90
536,42.0,32.908965343808674,60
537,43.0,31.176914536239792,60
538,49.0,31.176914536239792,100
539,42.5,19.91858428704209,380
540,44.0,25.98076211353316,390
541,37.5,14.722431864335457,130
542,43.0,19.05255888325765,60
543,46.0,25.98076211353316,60
544,48.5,28.578838324886476,50
545,49.0,29.444863728670914,60
546,36.5,14.722431864335457,60
547,49.5,21.65063509461097,240
548,43.5,21.65063509461097,80
549,32.5,9.526279441628825,80
550,32.5,7.794228634059948,400
551,33.5,40.70319397786862,400
552,8.5,40.70319397786862,460
553,31.5,6.062177826491071,170
554,31.0,5.196152422706632,210
555,11.0,3.4641016151377553,190
556,4.0,32.908965343808674,70
557,3.5,32.04293994002423,80
558,36.5,16.454482671904337,60
559,34.0,13.856406460551021,70
560,40.5,21.65063509461097,60
561,3.5,30.31088913245535,70
562,3.0,20.784609690826528,60
563,30.0,10.392304845413264,60
564,31.5,11.258330249197702,60
565,39.0,20.784609690826528,60
566,1.5,26.8467875173176,60
567,42.0,20.784609690826528,50
568,49.0,25.98076211353316,50
569,35.5,12.99038105676658,60
570,49.5,28.578838324886476,50
571,48.0,22.516660498395403,50
572,48.5,28.578838324886476,70
573,0.5,33.77499074759311,50
574,36.5,6.062177826491071,60
575,40.0,0.0,60
576,37.5,2.598076211353316,90
577,41.5,40.70319397786862,100
578,37.0,5.196152422706632,90
579,38.0,5.196152422706632,100
580,43.0,36.373066958946424,110
581,40.0,12.124355652982143,100
582,45.5,16.454482671904337,80
583,49.0,34.64101615137755,110
584,47.0,15.588457268119896,260
585,43.0,41.569219381653056,350
586,46.5,37.23909236273086,500
587,41.0,0.0,370
588,37.0,5.196152422706632,330
589,38.0,3.4641016151377553,100
590,40.5,0.8660254037844388,110
591,44.5,38.97114317029974,140
592,38.0,3.4641016151377553,310
593,39.5,2.598076211353316,330
594,38.5,4.330127018922194,190
595,41.0,3.4641016151377553,160
596,43.0,1.7320508075688776,160
597,41.5,0.8660254037844388,480
598,43.0,41.569219381653056,280
599,41.5,42.4352447854375,130
600,37.5,4.330127018922194,150
601,37.0,5.196152422706632,140
602,46.0,38.1051177665153,130
603,39.0,5.196152422706632,130
604,39.0,10.392304845413264,340
605,41.0,12.124355652982143,490
606,0.5,4.330127018922194,230
607,0.0,5.196152422706632,360
608,42.0,12.124355652982143,410
609,1.0,39.83716857408418,150
610,42.5,11.258330249197702,80
611,49.5,2.598076211353316,80
612,47.0,5.196152422706632,70
613,47.5,6.062177826491071,70
614,45.0,12.124355652982143,70
615,49.5,4.330127018922194,60
616,0.5,40.70319397786862,60
617,1.0,3.4641016151377553,50
618,47.0,13.856406460551021,50
619,0.5,38.97114317029974,50
620,42.0,12.124355652982143,30
621,0.0,39.83716857408418,20
622,49.5,9.526279441628825,40
623,0.5,38.97114317029974,50
624,1.5,2.598076211353316,50
625,47.5,11.258330249197702,50
626,48.5,40.70319397786862,60
627,47.5,11.258330249197702,50
628,0.0,6.9282032302755105,60
629,39.5,9.526279441628825,50
630,40.0,8.660254037844387,40
631,46.0,0.0,50
632,46.5,42.4352447854375,50
633,40.0,8.660254037844387,50
634,44.5,0.8660254037844388,50
635,46.5,42.4352447854375,40
636,49.5,38.97114317029974,30
637,0.5,38.97114317029974,30
638,45.5,12.99038105676658,40
639,46.0,13.856406460551021,50
640,42.0,12.124355652982143,50
641,2.0,3.4641016151377553,50
642,41.5,12.99038105676658,50
643,0.5,38.97114317029974,60
644,43.0,13.856406460551021,50
645,0.5,38.97114317029974,50
646,0.5,38.97114317029974,40
647,42.5,12.99038105676658,50
648,45.5,14.722431864335457,50
649,41.5,12.99038105676658,50
650,45.5,14.722431864335457,50
651,43.0,13.856406460551021,30
652,1.0,5.196152422706632,30
653,49.0,17.320508075688775,30
654,47.0,15.588457268119896,50
655,0.5,38.97114317029974,50
656,49.5,38.97114317029974,40
657,42.5,2.598076211353316,60
658,40.0,5.196152422706632,60
659,38.0,5.196152422706632,50
660,43.0,41.569219381653056,50
661,38.5,4.330127018922194,50
662,46.5,38.97114317029974,220
663,40.5,2.598076211353316,390
664,43.0,41.569219381653056,380
665,41.0,1.7320508075688776,390
666,38.0,5.196152422706632,390
667,45.5,38.97114317029974,240
668,43.0,41.569219381653056,40
669,40.0,3.4641016151377553,70
670,38.5,4.330127018922194,50
671,41.5,0.8660254037844388,50
672,38.5,4.330127018922194,70
673,41.5,0.8660254037844388,60
674,42.5,0.8660254037844388,70
675,44.0,0.0,60
676,1.5,4.330127018922194,50
677,0.5,38.97114317029974,60
678,1.5,4.330127018922194,60
679,2.0,3.4641016151377553,80
680,43.0,13.856406460551021,100
681,43.0,13.856406460551021,60
682,0.5,38.97114317029974,70
683,48.0,15.588457268119896,60
684,46.5,14.722431864335457,60
685,48.0,15.588457268119896,50
686,1.5,6.062177826491071,50
687,1.5,6.062177826491071,40
688,1.0,38.1051177665153,50
689,41.5,12.99038105676658,70
690,0.5,38.97114317029974,60
691,0.0,10.392304845413264,60
692,42.0,13.856406460551021,80
693,46.5,14.722431864335457,80
694,2.5,7.794228634059948,80
695,48.0,12.124355652982143,90
696,43.0,13.856406460551021,90
697,2.0,41.569219381653056,100
698,41.0,12.124355652982143,80
699,0.0,8.660254037844387,90
700,41.0,12.124355652982143,80
701,41.5,11.258330249197702,80
702,44.0,10.392304845413264,80
703,46.0,10.392304845413264,80
704,47.0,10.392304845413264,90
705,1.5,38.97114317029974,70
706,3.0,6.9282032302755105,50
707,0.0,8.660254037844387,60
708,39.5,11.258330249197702,70
709,42.5,7.794228634059948,80
710,39.0,5.196152422706632,70
711,41.5,40.70319397786862,370
712,45.5,37.23909236273086,410
713,37.5,4.330127018922194,250
714,41.5,40.70319397786862,80
715,41.5,40.70319397786862,70
716,45.5,37.23909236273086,70
717,45.5,37.23909236273086,80
718,42.0,39.83716857408418,70
719,38.5,6.062177826491071,80
720,48.0,36.373066958946424,80
721,45.5,6.062177826491071,150
722,40.0,10.392304845413264,380
723,44.5,7.794228634059948,290
724,44.5,35.50704155516199,270
725,41.0,10.392304845413264,420
726,43.5,35.50704155516199,280
727,46.5,6.062177826491071,300
728,47.5,4.330127018922194,350
729,47.0,34.64101615137755,270
730,43.5,7.794228634059948,560
731,46.0,5.196152422706632,1080
732,43.0,8.660254037844387,750
733,48.0,36.373066958946424,390
734,39.5,6.062177826491071,350
735,44.5,37.23909236273086,340
736,44.5,37.23909236273086,290
737,43.0,8.660254037844387,230
738,47.0,36.373066958946424,120
739,47.5,35.50704155516199,110
740,48.0,3.4641016151377553,100
741,47.0,6.9282032302755105,110
742,46.5,14.722431864335457,130
743,47.0,31.176914536239792,140
744,47.5,32.04293994002423,110
745,48.0,19.05255888325765,100
746,47.0,17.320508075688775,100
747,43.0,13.856406460551021,110
748,47.5,32.04293994002423,110
749,45.0,15.588457268119896,190
750,47.5,16.454482671904337,450
751,42.5,12.99038105676658,210
752,47.0,15.588457268119896,100
753,47.5,33.77499074759311,90
754,48.0,17.320508075688775,90
755,47.0,32.908965343808674,80
756,49.0,5.196152422706632,70
757,47.0,32.908965343808674,70
758,41.5,12.99038105676658,70
759,48.0,17.320508075688775,60
760,43.5,14.722431864335457,30
761,47.5,32.04293994002423,30
762,43.0,13.856406460551021,30
763,47.5,33.77499074759311,40
764,49.0,38.1051177665153,50
765,47.0,38.1051177665153,60
766,41.0,1.7320508075688776,50
767,39.0,3.4641016151377553,50
768,37.5,4.330127018922194,50
769,39.0,3.4641016151377553,50
770,42.0,0.0,50
771,39.0,6.9282032302755105,50
772,0.0,38.1051177665153,50
773,41.0,12.124355652982143,60
774,45.5,14.722431864335457,50
775,48.5,16.454482671904337,60
776,0.5,38.97114317029974,50
777,44.0,13.856406460551021,40
778,0.5,38.97114317029974,30
779,41.0,12.124355652982143,30
780,42.5,12.99038105676658,30
781,45.0,13.856406460551021,60
782,44.0,13.856406460551021,50
783,0.5,7.794228634059948,60
784,41.5,11.258330249197702,50
785,49.0,39.83716857408418,50
786,42.0,3.4641016151377553,50
787,47.0,41.569219381653056,40
788,44.5,0.8660254037844388,60
789,49.5,38.97114317029974,50
790,49.0,39.83716857408418,60
791,49.5,38.97114317029974,50
792,39.5,9.526279441628825,50
793,46.5,42.4352447854375,40
794,0.0,8.660254037844387,50
795,47.5,12.99038105676658,50
796,49.0,39.83716857408418,30
797,49.5,9.526279441628825,40
798,42.5,12.99038105676658,30
799,1.5,4.330127018922194,50
800,42.5,12.99038105676658,50
801,0.5,38.97114317029974,40
802,41.0,12.124355652982143,50
803,44.0,13.856406460551021,50
804,1.5,2.598076211353316,170
805,45.0,13.856406460551021,400
806,0.5,4.330127018922194,390
807,42.0,12.124355652982143,370
808,0.5,4.330127018922194,390
809,0.5,38.97114317029974,370
810,0.5,4.330127018922194,380
811,1.0,5.196152422706632,100
812,0.5,4.330127018922194,90
813,42.0,12.124355652982143,470
814,1.0,5.196152422706632,320
815,47.5,14.722431864335457,270
816,41.5,12.99038105676658,260
817,41.5,12.99038105676658,230
818,46.5,33.77499074759311,470
819,44.5,14.722431864335457,400
820,1.5,4.330127018922194,290
821,47.0,15.588457268119896,100
822,43.5,14.722431864335457,90
823,42.0,13.856406460551021,90
824,42.0,13.856406460551021,90
825,48.0,32.908965343808674,90
826,47.0,32.908965343808674,100
827,44.5,33.77499074759311,80
828,46.0,32.908965343808674,180
829,43.0,15.588457268119896,440
830,44.0,15.588457268119896,300
831,41.0,13.856406460551021,250
832,41.5,14.722431864335457,280
833,41.0,15.588457268119896,460
834,43.5,32.04293994002423,120
835,45.0,17.320508075688775,120
836,47.0,32.908965343808674,110
837,40.5,14.722431864335457,130
838,39.0,12.124355652982143,110
839,40.0,36.373066958946424,120
840,38.5,11.258330249197702,120
841,45.5,33.77499074759311,120
842,44.5,33.77499074759311,130
843,40.0,36.373066958946424,120
844,40.5,35.50704155516199,120
845,40.5,35.50704155516199,410
846,46.0,32.908965343808674,420
847,41.0,17.320508075688775,140
848,40.5,16.454482671904337,60
849,42.0,34.64101615137755,60
850,39.0,15.588457268119896,70
851,39.5,16.454482671904337,80
852,46.0,32.908965343808674,100
853,39.0,15.588457268119896,80
854,44.5,32.04293994002423,80
855,46.0,32.908965343808674,70
856,44.0,32.908965343808674,80
857,40.0,17.320508075688775,80
858,44.0,32.908965343808674,90
859,44.0,32.908965343808674,80
860,46.0,32.908965343808674,80
861,44.0,32.908965343808674,80
862,41.0,17.320508075688775,80
863,46.0,32.908965343808674,80
864,46.0,32.908965343808674,90
865,41.5,35.50704155516199,130
866,39.5,37.23909236273086,380
867,37.0,41.569219381653056,800
868,36.0,3.4641016151377553,790
869,46.5,33.77499074759311,540
870,40.5,37.23909236273086,120
871,36.0,8.660254037844387,110
